ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 19:00', 'AT', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 19:00', 'BE', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 19:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 19:00', 'FR', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 19:00', 'NL', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 20:00', 'AT', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 20:00', 'BE', '').
*** 2020-12-20 22:32:21,517 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 20:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 20:00', 'FR', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 20:00', 'NL', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 21:00', 'AT', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 21:00', 'BE', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 21:00', 'DE-LU', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 21:00', 'FR', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 21:00', 'NL', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
ERROR: elspot-prices_2019_hourly_eur.xlsx: The price is missing or not valid: ('2019-01-01 22:00', 'AT', '').
*** 2020-12-20 22:32:21,518 - file_operations.py: ***
